Column1,Column2,Column3,Column4,Column5,Column6,Column7
536.00,105.00,356.55,99.25,61.24,8.93,
535.86,112.53,319.47,99.25,61.24,8.93,
535.81,66.02,338.12,99.25,61.24,8.93,
535.18,351.00,291.09,99.25,61.24,8.93,
535.03,187.53,389.61,99.25,61.24,8.93,
535.00,294.80,270.52,99.25,61.24,8.93,
535.00,129.96,331.35,99.25,61.24,8.93,
534.94,260.05,319.46,99.25,61.24,8.93,
534.45,460.44,223.09,99.25,61.24,8.93,
534.10,196.00,319.55,99.25,61.24,8.93,
533.93,91.00,413.41,99.25,61.24,8.93,
533.90,157.50,289.51,99.25,61.24,8.93,
533.74,190.40,298.79,99.25,61.24,8.93,
533.09,150.15,481.09,99.25,61.24,8.93,
533.00,260.00,324.46,99.25,61.24,8.93,
532.81,120.40,249.23,99.25,61.24,8.93,
532.60,520.00,310.28,99.25,61.24,8.93,
532.08,236.58,359.81,99.25,61.24,8.93,
532.00,82.53,325.00,99.25,61.24,8.93,
532.00,113.04,399.46,99.25,61.24,8.93,
532.00,257.04,398.12,99.25,61.24,8.93,
531.50,72.02,389.03,99.25,61.24,8.93,
531.30,211.55,291.03,99.25,61.24,8.93,
531.06,286.00,228.52,99.25,61.24,8.93,
531.00,142.52,422.56,99.25,61.24,8.93,
530.18,427.58,208.71,99.25,61.24,8.93,
530.00,399.00,271.14,99.25,61.24,8.93,
530.00,72.80,391.22,99.25,61.24,8.93,
530.00,56.00,390.67,99.25,61.24,8.93,
530.00,377.80,261.60,99.25,61.24,8.93,
529.57,121.04,243.92,99.25,61.24,8.93,
529.00,341.56,396.92,99.25,61.24,8.93,
529.00,108.36,397.12,99.25,61.24,8.93,
528.81,123.75,440.22,99.25,61.24,8.93,
528.30,209.94,297.42,99.25,61.24,8.93,
528.06,320.34,258.54,99.25,61.24,8.93,
528.00,72.02,368.48,99.25,61.24,8.93,
527.70,128.80,272.94,99.25,61.24,8.93,
527.52,238.00,309.17,99.25,61.24,8.93,
527.50,75.00,473.71,99.25,61.24,8.93,
527.50,90.12,402.51,99.25,61.24,8.93,
527.50,75.00,403.11,99.25,61.24,8.93,
527.42,295.40,270.72,99.25,61.24,8.93,
527.28,192.33,259.71,99.25,61.24,8.93,
527.10,385.00,388.22,99.25,61.24,8.93,
526.96,352.20,205.39,99.25,61.24,8.93,
526.75,117.03,367.56,99.25,61.24,8.93,
526.69,75.08,229.85,99.25,61.24,8.93,
526.61,611.07,302.04,99.25,61.24,8.93,
526.00,50.40,388.27,99.25,61.24,8.93,
526.00,323.86,277.55,99.25,61.24,8.93,
526.00,137.34,395.72,99.25,61.24,8.93,
525.98,201.25,291.60,99.25,61.24,8.93,
525.00,0.00,475.44,99.25,61.24,8.93,
524.82,200.20,287.28,99.25,61.24,8.93,
524.72,164.50,366.86,99.25,61.24,8.93,
524.70,220.08,286.06,99.25,61.24,8.93,
524.32,215.22,286.68,99.25,61.24,8.93,
524.00,59.50,366.88,99.25,61.24,8.93,
524.00,28.00,387.62,99.25,61.24,8.93,
524.00,117.60,387.62,99.25,61.24,8.93,
524.00,59.50,394.66,99.25,61.24,8.93,
524.00,70.00,394.66,99.25,61.24,8.93,
524.00,50.05,394.66,99.25,61.24,8.93,
524.00,55.02,394.66,99.25,61.24,8.93,
524.00,71.53,387.07,99.25,61.24,8.93,
524.00,45.01,387.07,99.25,61.24,8.93,
524.00,45.01,385.96,99.25,61.24,8.93,
523.00,175.00,307.97,99.25,61.24,8.93,
523.00,59.50,394.52,99.25,61.24,8.93,
523.00,63.00,393.42,99.25,61.24,8.93,
523.00,56.00,393.40,99.25,61.24,8.93,
523.00,59.50,394.51,99.25,61.24,8.93,
522.77,117.60,244.71,99.25,61.24,8.93,
522.66,0.00,285.87,99.25,61.24,8.93,
522.66,0.00,285.86,99.25,61.24,8.93,
522.30,236.29,217.34,99.25,61.24,8.93,
522.00,140.00,305.87,99.25,61.24,8.93,
522.00,59.50,386.42,99.25,61.24,8.93,
522.00,45.01,386.42,99.25,61.24,8.93,
522.00,54.02,386.42,99.25,61.24,8.93,
522.00,70.00,393.46,99.25,61.24,8.93,
522.00,47.60,393.46,99.25,61.24,8.93,
522.00,45.01,393.46,99.25,61.24,8.93,
522.00,59.50,385.87,99.25,61.24,8.93,
522.00,65.10,385.87,99.25,61.24,8.93,
522.00,45.01,385.87,99.25,61.24,8.93,
522.00,84.00,385.87,99.25,61.24,8.93,
522.00,68.02,394.57,99.25,61.24,8.93,
522.00,73.19,394.52,99.25,61.24,8.93,
521.82,180.04,295.19,99.25,61.24,8.93,
521.58,214.32,220.71,99.25,61.24,8.93,
521.35,0.00,220.78,99.25,61.24,8.93,
521.00,62.50,397.00,99.25,61.24,8.93,
520.56,308.00,295.28,99.25,61.24,8.93,
520.40,172.00,380.00,99.25,61.24,8.93,
520.24,54.95,366.48,99.25,61.24,8.93,
520.13,215.60,350.00,99.25,61.24,8.93,
520.00,650.00,336.01,99.25,61.24,8.93,
520.00,303.55,382.00,99.25,61.24,8.93,
520.00,56.00,385.22,99.25,61.24,8.93,
520.00,0.00,384.67,99.25,61.24,8.93,
520.00,0.00,384.67,99.25,61.24,8.93,
520.00,0.00,346.32,99.25,61.24,8.93,
519.80,125.13,290.96,99.25,61.24,8.93,
519.72,114.95,368.92,99.25,61.24,8.93,
519.48,138.25,355.73,99.25,61.24,8.93,
519.00,110.11,252.40,99.25,61.24,8.93,
519.00,123.20,282.40,99.25,61.24,8.93,
518.90,370.22,215.50,99.25,61.24,8.93,
518.72,141.02,368.02,99.25,61.24,8.93,
518.48,82.53,272.63,99.25,61.24,8.93,
518.12,147.00,315.67,99.25,61.24,8.93,
518.00,75.00,384.00,99.25,61.24,8.93,
518.00,186.85,404.00,99.25,61.24,8.93,
518.00,137.38,360.98,99.25,61.24,8.93,
518.00,161.00,225.73,99.25,61.24,8.93,
517.60,132.43,442.00,99.25,61.24,8.93,
517.35,339.15,285.66,99.25,61.24,8.93,
517.32,108.52,384.32,99.25,61.24,8.93,
517.10,297.08,166.05,99.25,61.24,8.93,
517.00,392.00,359.50,99.25,61.24,8.93,
517.00,270.08,326.93,99.25,61.24,8.93,
516.30,224.00,261.28,99.25,61.24,8.93,
516.30,140.15,288.62,99.25,61.24,8.93,
516.00,137.38,288.72,99.25,61.24,8.93,
516.00,121.00,340.93,99.25,61.24,8.93,
516.00,238.01,293.60,99.25,61.24,8.93,
515.90,275.25,346.32,99.25,61.24,8.93,
515.80,82.53,265.01,99.25,61.24,8.93,
515.65,154.00,287.23,99.25,61.24,8.93,
515.00,350.00,292.21,99.25,61.24,8.93,
514.68,240.00,250.41,99.25,61.24,8.93,
514.58,308.10,278.54,99.25,61.24,8.93,
514.00,176.00,280.61,99.25,61.24,8.93,
514.00,121.04,287.12,99.25,61.24,8.93,
514.00,120.89,283.40,99.25,61.24,8.93,
514.00,165.00,313.97,99.25,61.24,8.93,
514.00,110.11,293.31,99.25,61.24,8.93,
514.00,154.00,293.31,99.25,61.24,8.93,
513.95,250.83,312.17,99.25,61.24,8.93,
513.32,390.40,216.56,99.25,61.24,8.93,
513.04,159.78,262.79,99.25,61.24,8.93,
512.77,119.00,265.38,99.25,61.24,8.93,
512.30,140.00,357.60,99.25,61.24,8.93,
511.82,82.43,289.08,99.25,61.24,8.93,
511.69,89.97,262.30,99.25,61.24,8.93,
511.65,139.86,249.61,99.25,61.24,8.93,
511.55,267.03,417.73,99.25,61.24,8.93,
511.48,178.86,326.13,99.25,61.24,8.93,
511.00,175.00,260.05,99.25,61.24,8.93,
511.00,193.56,302.00,99.25,61.24,8.93,
510.68,140.03,31.04,99.25,61.24,8.93,
510.01,350.00,315.72,99.25,61.24,8.93,
510.00,190.40,377.50,99.25,61.24,8.93,
509.58,82.43,250.08,99.25,61.24,8.93,
509.50,123.20,236.10,99.25,61.24,8.93,
509.50,141.78,260.63,99.25,61.24,8.93,
509.38,169.94,215.33,99.25,61.24,8.93,
509.22,137.55,263.37,99.25,61.24,8.93,
509.20,174.93,394.82,99.25,61.24,8.93,
509.00,223.97,363.23,99.25,61.24,8.93,
508.56,495.11,226.65,99.25,61.24,8.93,
508.24,203.32,227.40,99.25,61.24,8.93,
508.06,168.84,256.65,99.25,61.24,8.93,
508.00,187.47,369.48,99.25,61.24,8.93,
508.00,164.50,298.50,99.25,61.24,8.93,
507.18,0.00,369.49,99.25,61.24,8.93,
507.00,166.71,291.60,99.25,61.24,8.93,
507.00,117.47,286.00,99.25,61.24,8.93,
507.00,143.64,297.05,99.25,61.24,8.93,
506.97,88.48,267.57,99.25,61.24,8.93,
506.28,249.90,258.10,99.25,61.24,8.93,
506.20,284.50,358.88,99.25,61.24,8.93,
506.15,137.38,243.55,99.25,61.24,8.93,
506.11,630.00,310.35,99.25,61.24,8.93,
506.03,300.31,244.66,99.25,61.24,8.93,
506.00,75.60,469.13,99.25,61.24,8.93,
506.00,129.96,311.17,99.25,61.24,8.93,
505.94,200.21,248.57,99.25,61.24,8.93,
505.80,0.00,285.91,99.25,61.24,8.93,
505.80,337.33,255.35,99.25,61.24,8.93,
505.60,150.15,266.00,99.25,61.24,8.93,
505.05,214.32,274.52,99.25,61.24,8.93,
505.00,231.00,292.00,99.25,61.24,8.93,
505.00,87.90,384.60,99.25,61.24,8.93,
504.47,299.25,334.05,99.25,61.24,8.93,
504.43,220.24,246.56,99.25,61.24,8.93,
504.00,75.00,384.00,99.25,61.24,8.93,
504.00,100.00,276.00,99.25,61.24,8.93,
504.00,245.00,367.48,99.25,61.24,8.93,
504.00,88.00,367.48,99.25,61.24,8.93,
504.00,25.03,362.84,99.25,61.24,8.93,
504.00,59.50,350.60,99.25,61.24,8.93,
504.00,110.04,371.60,99.25,61.24,8.93,
504.00,131.60,295.51,99.25,61.24,8.93,
504.00,127.51,369.52,99.25,61.24,8.93,
503.80,50.05,354.20,99.25,61.24,8.93,
503.80,89.60,354.20,99.25,61.24,8.93,
503.55,130.14,268.46,99.25,61.24,8.93,
503.23,219.92,256.60,99.25,61.24,8.93,
503.05,202.30,261.48,99.25,61.24,8.93,
503.02,245.00,325.98,99.25,61.24,8.93,
502.96,245.00,270.52,99.25,61.24,8.93,
502.69,154.85,268.55,99.25,61.24,8.93,
502.67,128.80,249.13,99.25,61.24,8.93,
502.57,250.26,341.38,99.25,61.24,8.93,
502.54,100.10,395.82,99.25,61.24,8.93,
502.50,210.00,265.91,99.25,61.24,8.93,
502.40,265.25,310.01,99.25,61.24,8.93,
502.00,125.05,373.00,99.25,61.24,8.93,
502.00,77.35,366.48,99.25,61.24,8.93,
502.00,56.00,366.48,99.25,61.24,8.93,
502.00,54.95,366.48,99.25,61.24,8.93,
502.00,56.00,366.48,99.25,61.24,8.93,
502.00,56.00,366.48,99.25,61.24,8.93,
502.00,70.00,366.48,99.25,61.24,8.93,
502.00,54.96,350.20,99.25,61.24,8.93,
502.00,94.53,366.48,99.25,61.24,8.93,
502.00,60.06,366.88,99.25,61.24,8.93,
502.00,252.00,292.93,99.25,61.24,8.93,
501.81,270.07,310.19,99.25,61.24,8.93,
501.80,95.20,352.20,99.25,61.24,8.93,
501.80,145.20,353.01,99.25,61.24,8.93,
501.50,221.20,259.24,99.25,61.24,8.93,
501.50,221.20,278.32,99.25,61.24,8.93,
501.02,357.84,261.01,99.25,61.24,8.93,
501.00,127.93,288.60,99.25,61.24,8.93,
501.00,245.00,287.40,99.25,61.24,8.93,
501.00,129.96,268.33,99.25,61.24,8.93,
501.00,141.68,337.92,99.25,61.24,8.93,
501.00,130.94,353.35,99.25,61.24,8.93,
501.00,96.77,283.00,99.25,61.24,8.93,
501.00,127.93,288.00,99.25,61.24,8.93,
501.00,146.40,283.00,99.25,61.24,8.93,
501.00,220.50,288.00,99.25,61.24,8.93,
501.00,129.96,359.40,99.25,61.24,8.93,
500.82,224.00,281.14,99.25,61.24,8.93,
500.64,176.00,359.40,99.25,61.24,8.93,
500.52,151.20,254.29,99.25,61.24,8.93,
500.05,192.57,312.95,99.25,61.24,8.93,
500.00,87.50,362.00,99.25,61.24,8.93,
500.00,0.00,382.00,99.25,61.24,8.93,
500.00,55.02,369.00,99.25,61.24,8.93,
499.80,55.00,351.80,99.25,61.24,8.93,
499.46,95.46,249.50,99.25,61.24,8.93,
499.46,148.75,257.15,99.25,61.24,8.93,
499.16,22.00,356.70,99.25,61.24,8.93,
499.00,112.00,372.95,99.25,61.24,8.93,
499.00,120.89,252.40,99.25,61.24,8.93,
499.00,124.25,287.40,99.25,61.24,8.93,
499.00,143.64,296.71,99.25,61.24,8.93,
498.95,480.41,335.46,99.25,61.24,8.93,
498.65,130.90,391.24,99.25,61.24,8.93,
498.64,109.96,258.55,99.25,61.24,8.93,
498.64,121.04,260.84,99.25,61.24,8.93,
498.64,49.98,350.60,99.25,61.24,8.93,
498.59,115.92,250.55,99.25,61.24,8.93,
498.00,190.40,258.55,99.25,61.24,8.93,
498.00,0.00,368.00,99.25,61.24,8.93,
498.00,59.98,350.20,99.25,61.24,8.93,
498.00,121.04,282.60,99.25,61.24,8.93,
498.00,140.00,310.43,99.25,61.24,8.93,
498.00,129.96,411.75,99.25,61.24,8.93,
498.00,66.36,289.95,99.25,61.24,8.93,
498.00,129.96,337.96,99.25,61.24,8.93,
498.00,129.96,368.01,99.25,61.24,8.93,
497.97,224.00,287.80,99.25,61.24,8.93,
497.80,1.89,350.60,99.25,61.24,8.93,
497.80,113.04,350.60,99.25,61.24,8.93,
497.80,49.98,387.62,99.25,61.24,8.93,
497.80,55.00,350.60,99.25,61.24,8.93,
497.80,80.08,350.60,99.25,61.24,8.93,
497.80,55.02,394.66,99.25,61.24,8.93,
497.40,231.00,229.23,99.25,61.24,8.93,
497.01,378.00,311.47,99.25,61.24,8.93,
497.00,124.95,490.11,99.25,61.24,8.93,
497.00,420.00,299.21,99.25,61.24,8.93,
497.00,118.90,253.60,99.25,61.24,8.93,
496.84,0.00,253.81,99.25,61.24,8.93,
496.80,50.05,349.70,99.25,61.24,8.93,
496.70,420.00,283.95,99.25,61.24,8.93,
496.50,114.00,327.08,99.25,61.24,8.93,
496.25,224.00,302.26,99.25,61.24,8.93,
496.00,220.15,257.55,99.25,61.24,8.93,
496.00,196.00,235.76,99.25,61.24,8.93,
496.00,226.60,286.62,99.25,61.24,8.93,
495.96,191.11,248.37,99.25,61.24,8.93,
495.90,417.57,359.59,99.25,61.24,8.93,
495.80,55.02,349.40,99.25,61.24,8.93,
495.80,50.05,348.40,99.25,61.24,8.93,
495.55,134.40,263.86,99.25,61.24,8.93,
495.54,165.06,214.38,99.25,61.24,8.93,
495.52,75.08,262.94,99.25,61.24,8.93,
495.37,214.29,319.50,99.25,61.24,8.93,
495.00,140.00,371.39,99.25,61.24,8.93,
495.00,112.00,256.55,99.25,61.24,8.93,
494.30,303.39,259.13,99.25,61.24,8.93,
494.00,109.96,256.55,99.25,61.24,8.93,
494.00,121.00,256.55,99.25,61.24,8.93,
494.00,110.11,341.33,99.25,61.24,8.93,
494.00,130.90,282.40,99.25,61.24,8.93,
494.00,55.00,350.60,99.25,61.24,8.93,
494.00,120.89,272.66,99.25,61.24,8.93,
494.00,165.00,272.66,99.25,61.24,8.93,
493.59,148.75,250.94,99.25,61.24,8.93,
493.22,185.20,216.86,99.25,61.24,8.93,
493.00,148.40,254.80,99.25,61.24,8.93,
493.00,164.50,300.49,99.25,61.24,8.93,
492.49,119.70,322.52,99.25,61.24,8.93,
492.31,173.60,259.94,99.25,61.24,8.93,
492.23,274.75,282.97,99.25,61.24,8.93,
492.00,199.92,277.00,99.25,61.24,8.93,
492.00,55.00,282.52,99.25,61.24,8.93,
492.00,220.08,325.60,99.25,61.24,8.93,
492.00,140.00,230.56,99.25,61.24,8.93,
491.60,70.00,405.70,99.25,61.24,8.93,
491.42,82.53,243.64,99.25,61.24,8.93,
491.10,0.00,241.49,99.25,61.24,8.93,
491.02,125.13,211.94,99.25,61.24,8.93,
490.85,124.95,249.46,99.25,61.24,8.93,
490.84,151.20,244.99,99.25,61.24,8.93,
490.45,682.25,226.24,99.25,61.24,8.93,
490.32,392.00,256.75,99.25,61.24,8.93,
490.29,202.55,275.55,99.25,61.24,8.93,
490.00,54.95,391.44,99.25,61.24,8.93,
490.00,45.01,410.00,99.25,61.24,8.93,
490.00,56.00,348.20,99.25,61.24,8.93,
489.10,313.78,291.82,99.25,61.24,8.93,
489.09,96.09,249.64,99.25,61.24,8.93,
489.01,219.80,320.93,99.25,61.24,8.93,
489.00,123.20,282.40,99.25,61.24,8.93,
489.00,171.06,316.90,99.25,61.24,8.93,
488.88,109.96,206.86,99.25,61.24,8.93,
488.25,93.53,245.29,99.25,61.24,8.93,
488.00,280.00,308.14,99.25,61.24,8.93,
488.00,281.75,209.40,99.25,61.24,8.93,
488.00,201.25,208.20,99.25,61.24,8.93,
488.00,161.00,208.20,99.25,61.24,8.93,
487.63,55.00,349.94,99.25,61.24,8.93,
487.39,642.92,283.44,99.25,61.24,8.93,
487.24,22.51,303.36,99.25,61.24,8.93,
487.02,0.00,220.79,99.25,61.24,8.93,
487.00,70.00,290.13,99.25,61.24,8.93,
486.90,596.41,212.72,99.25,61.24,8.93,
486.64,59.50,348.94,99.25,61.24,8.93,
486.63,0.00,208.96,99.25,61.24,8.93,
486.30,316.32,247.83,99.25,61.24,8.93,
486.00,201.60,288.44,99.25,61.24,8.93,
485.85,236.29,139.31,99.25,61.24,8.93,
485.51,207.20,302.00,99.25,61.24,8.93,
485.50,100.00,305.01,99.25,61.24,8.93,
485.35,250.16,237.44,99.25,61.24,8.93,
484.60,98.00,313.65,99.25,61.24,8.93,
484.52,216.05,245.33,99.25,61.24,8.93,
484.30,220.08,296.21,99.25,61.24,8.93,
484.08,187.53,403.63,99.25,61.24,8.93,
484.00,530.00,321.86,99.25,61.24,8.93,
483.51,185.19,301.00,99.25,61.24,8.93,
482.98,490.00,273.41,99.25,61.24,8.93,
482.52,245.00,349.92,99.25,61.24,8.93,
482.00,71.99,346.94,99.25,61.24,8.93,
482.00,55.00,346.94,99.25,61.24,8.93,
482.00,50.05,346.94,99.25,61.24,8.93,
482.00,0.00,346.94,99.25,61.24,8.93,
481.60,84.00,361.91,99.25,61.24,8.93,
481.52,150.15,368.52,99.25,61.24,8.93,
481.52,148.75,368.52,99.25,61.24,8.93,
481.00,45.01,348.27,99.25,61.24,8.93,
480.78,250.25,301.68,99.25,61.24,8.93,
480.08,70.00,365.68,99.25,61.24,8.93,
480.07,249.92,250.70,99.25,61.24,8.93,
480.00,175.18,282.85,99.25,61.24,8.93,
480.00,70.00,345.94,99.25,61.24,8.93,
480.00,75.00,302.50,99.25,61.24,8.93,
479.90,290.28,170.88,99.25,61.24,8.93,
479.79,161.00,249.56,99.25,61.24,8.93,
479.58,105.00,245.00,99.25,61.24,8.93,
479.52,225.40,313.30,99.25,61.24,8.93,
478.85,245.00,261.40,99.25,61.24,8.93,
478.60,211.55,280.54,99.25,61.24,8.93,
478.40,317.52,184.12,99.25,61.24,8.93,
478.20,119.00,260.47,99.25,61.24,8.93,
478.00,54.95,336.44,99.25,61.24,8.93,
477.52,149.94,436.16,99.25,61.24,8.93,
477.52,99.96,366.52,99.25,61.24,8.93,
477.51,175.84,298.00,99.25,61.24,8.93,
477.32,157.08,254.86,99.25,61.24,8.93,
476.80,89.25,248.58,99.25,61.24,8.93,
476.67,1.79,244.01,99.25,61.24,8.93,
476.12,420.00,226.26,99.25,61.24,8.93,
476.00,60.50,335.44,99.25,61.24,8.93,
476.00,55.00,335.44,99.25,61.24,8.93,
476.00,55.00,335.44,99.25,61.24,8.93,
476.00,490.00,280.69,99.25,61.24,8.93,
475.86,174.93,249.27,99.25,61.24,8.93,
475.35,236.51,225.66,99.25,61.24,8.93,
474.90,171.06,266.37,99.25,61.24,8.93,
474.75,256.20,292.90,99.25,61.24,8.93,
474.44,220.08,258.46,99.25,61.24,8.93,
474.10,439.81,213.51,99.25,61.24,8.93,
474.06,427.00,232.88,99.25,61.24,8.93,
474.01,200.20,307.16,99.25,61.24,8.93,
474.00,71.44,243.28,99.25,61.24,8.93,
473.50,308.30,259.65,99.25,61.24,8.93,
473.15,245.00,258.38,99.25,61.24,8.93,
473.14,261.45,259.58,99.25,61.24,8.93,
472.90,140.00,267.00,99.25,61.24,8.93,
472.80,98.00,251.75,99.25,61.24,8.93,
472.51,220.08,282.93,99.25,61.24,8.93,
472.51,280.00,290.82,99.25,61.24,8.93,
472.51,280.00,292.55,99.25,61.24,8.93,
472.46,283.50,240.75,99.25,61.24,8.93,
472.28,180.04,226.80,99.25,61.24,8.93,
471.85,200.20,269.59,99.25,61.24,8.93,
471.80,200.00,305.94,99.25,61.24,8.93,
471.73,200.20,272.70,99.25,61.24,8.93,
471.48,427.60,228.48,99.25,61.24,8.93,
471.40,137.38,257.44,99.25,61.24,8.93,
471.39,297.08,235.73,99.25,61.24,8.93,
471.28,200.20,267.95,99.25,61.24,8.93,
471.28,200.20,268.01,99.25,61.24,8.93,
471.01,49.98,349.40,99.25,61.24,8.93,
471.00,318.78,280.94,99.25,61.24,8.93,
471.00,224.00,266.28,99.25,61.24,8.93,
470.76,99.96,272.95,99.25,61.24,8.93,
470.07,295.08,303.17,99.25,61.24,8.93,
470.00,186.25,202.24,99.25,61.24,8.93,
470.00,180.04,392.16,99.25,61.24,8.93,
469.78,224.00,284.39,99.25,61.24,8.93,
469.74,245.00,271.60,99.25,61.24,8.93,
469.73,220.08,271.71,99.25,61.24,8.93,
469.60,243.32,256.66,99.25,61.24,8.93,
469.11,149.94,348.20,99.25,61.24,8.93,
469.11,79.97,348.20,99.25,61.24,8.93,
469.00,280.00,358.83,99.25,61.24,8.93,
469.00,189.86,221.00,99.25,61.24,8.93,
469.00,50.00,311.50,99.25,61.24,8.93,
469.00,280.00,335.76,99.25,61.24,8.93,
469.00,229.50,275.90,99.25,61.24,8.93,
468.92,186.84,250.56,99.25,61.24,8.93,
468.50,220.08,287.47,99.25,61.24,8.93,
468.36,494.40,291.92,99.25,61.24,8.93,
468.27,265.28,320.28,99.25,61.24,8.93,
468.14,75.08,209.83,99.25,61.24,8.93,
468.13,238.56,191.22,99.25,61.24,8.93,
467.90,161.00,268.35,99.25,61.24,8.93,
467.78,280.00,283.88,99.25,61.24,8.93,
467.50,238.00,304.22,99.25,61.24,8.93,
467.40,197.70,315.07,99.25,61.24,8.93,
467.20,280.00,273.16,99.25,61.24,8.93,
467.01,210.00,182.05,99.25,61.24,8.93,
467.00,175.00,214.00,99.25,61.24,8.93,
467.00,411.99,276.65,99.25,61.24,8.93,
466.90,137.38,261.53,99.25,61.24,8.93,
466.78,200.20,300.63,99.25,61.24,8.93,
466.59,148.50,217.98,99.25,61.24,8.93,
466.45,112.53,235.42,99.25,61.24,8.93,
466.00,82.43,345.53,99.25,61.24,8.93,
465.84,315.08,194.77,99.25,61.24,8.93,
465.50,219.81,254.50,99.25,61.24,8.93,
465.06,137.50,310.12,99.25,61.24,8.93,
465.02,201.60,265.71,99.25,61.24,8.93,
465.00,0.00,330.11,99.25,61.24,8.93,
464.91,93.53,242.80,99.25,61.24,8.93,
464.78,201.60,268.34,99.25,61.24,8.93,
464.00,140.14,318.40,99.25,61.24,8.93,
463.28,210.00,314.65,99.25,61.24,8.93,
463.03,199.92,281.31,99.25,61.24,8.93,
463.00,140.00,339.33,99.25,61.24,8.93,
463.00,87.92,308.86,99.25,61.24,8.93,
462.71,50.05,319.66,99.25,61.24,8.93,
462.22,275.10,324.11,99.25,61.24,8.93,
462.00,350.00,338.00,99.25,61.24,8.93,
462.00,174.93,242.50,99.25,61.24,8.93,
462.00,50.05,370.00,99.25,61.24,8.93,
462.00,70.00,345.01,99.25,61.24,8.93,
462.00,858.50,342.40,99.25,61.24,8.93,
461.82,184.45,279.11,99.25,61.24,8.93,
461.70,105.11,283.58,99.25,61.24,8.93,
461.68,20.02,95.74,99.25,61.24,8.93,
461.61,137.38,263.12,99.25,61.24,8.93,
460.90,750.75,289.99,99.25,61.24,8.93,
460.60,220.00,229.61,99.25,61.24,8.93,
460.40,327.58,223.72,99.25,61.24,8.93,
460.39,300.00,350.38,99.25,61.24,8.93,
460.28,221.20,245.49,99.25,61.24,8.93,
460.02,150.15,330.81,99.25,61.24,8.93,
460.00,54.95,337.00,99.25,61.24,8.93,
460.00,54.95,337.00,99.25,61.24,8.93,
460.00,471.00,281.50,99.25,61.24,8.93,
460.00,200.20,256.80,99.25,61.24,8.93,
459.99,499.80,289.73,99.25,61.24,8.93,
459.92,342.10,240.91,99.25,61.24,8.93,
459.63,280.00,331.37,99.25,61.24,8.93,
459.00,55.30,299.38,99.25,61.24,8.93,
458.64,159.96,248.13,99.25,61.24,8.93,
458.44,199.92,269.52,99.25,61.24,8.93,
458.00,55.00,336.00,99.25,61.24,8.93,
458.00,49.98,336.00,99.25,61.24,8.93,
458.00,49.98,336.00,99.25,61.24,8.93,
458.00,110.11,341.33,99.25,61.24,8.93,
457.99,148.53,261.03,99.25,61.24,8.93,
457.45,100.10,282.44,99.25,61.24,8.93,
457.02,289.88,200.34,99.25,61.24,8.93,
456.94,362.41,313.72,99.25,61.24,8.93,
456.00,126.03,333.37,99.25,61.24,8.93,
456.00,154.70,333.37,99.25,61.24,8.93,
456.00,105.00,287.72,99.25,61.24,8.93,
455.94,104.53,222.92,99.25,61.24,8.93,
455.50,220.08,274.11,99.25,61.24,8.93,
455.41,99.00,218.01,99.25,61.24,8.93,
455.40,345.06,252.27,99.25,61.24,8.93,
455.19,347.50,292.19,99.25,61.24,8.93,
454.99,66.36,245.29,99.25,61.24,8.93,
453.50,60.83,333.24,99.25,61.24,8.93,
453.40,105.11,246.16,99.25,61.24,8.93,
452.00,82.43,354.83,99.25,61.24,8.93,
451.77,180.04,272.09,99.25,61.24,8.93,
451.57,100.10,287.81,99.25,61.24,8.93,
451.50,99.96,272.28,99.25,61.24,8.93,
451.50,140.00,270.48,99.25,61.24,8.93,
451.20,67.50,390.36,99.25,61.24,8.93,
450.92,431.20,240.31,99.25,61.24,8.93,
450.70,215.40,216.85,99.25,61.24,8.93,
450.50,334.76,290.65,99.25,61.24,8.93,
450.42,196.00,351.20,99.25,61.24,8.93,
450.32,90.10,195.41,99.25,61.24,8.93,
450.24,196.00,191.31,99.25,61.24,8.93,
450.00,50.05,392.02,99.25,61.24,8.93,
450.00,54.95,392.02,99.25,61.24,8.93,
450.00,70.00,392.02,99.25,61.24,8.93,
449.80,50.05,316.26,99.25,61.24,8.93,
449.80,188.18,272.20,99.25,61.24,8.93,
449.60,260.26,247.37,99.25,61.24,8.93,
449.46,258.25,290.07,99.25,61.24,8.93,
449.37,245.00,253.73,99.25,61.24,8.93,
449.00,54.95,310.21,99.25,61.24,8.93,
449.00,201.60,250.61,99.25,61.24,8.93,
448.94,267.75,177.17,99.25,61.24,8.93,
448.70,225.90,270.62,99.25,61.24,8.93,
448.51,220.00,313.21,99.25,61.24,8.93,
448.03,238.00,324.46,99.25,61.24,8.93,
448.01,45.05,307.67,99.25,61.24,8.93,
448.00,193.54,262.95,99.25,61.24,8.93,
448.00,221.20,252.07,99.25,61.24,8.93,
448.00,176.40,275.25,99.25,61.24,8.93,
447.22,311.80,205.83,99.25,61.24,8.93,
446.50,204.96,261.35,99.25,61.24,8.93,
446.41,110.04,312.76,99.25,61.24,8.93,
446.40,95.00,327.19,99.25,61.24,8.93,
446.30,200.20,265.28,99.25,61.24,8.93,
446.00,240.25,297.23,99.25,61.24,8.93,
446.00,137.73,259.03,99.25,61.24,8.93,
445.78,350.00,220.13,99.25,61.24,8.93,
445.20,263.59,256.33,99.25,61.24,8.93,
445.08,224.00,208.57,99.25,61.24,8.93,
443.94,150.00,246.13,99.25,61.24,8.93,
